WBGene00001506	EGAP9.2	dauer lifespan extended
WBGene00000796	C14A4.4	slow growth, lethal, extended life span, larval arrest, embryonic lethal, patchy coloration, transgene subcellular localization variant, apoptosis variant, pattern of transgene expression variant, receptor mediated endocytosis defective
WBGene00010562	K04G2.3	cell cleavage delayed, sterile, protein expression increased, endoplasmic reticulum morphology variant, mitotic spindle defective early emb, chromosome segregation variant, chromosome alignment variant, mitotic metaphase to anaphase transition defect, sterile F1, pattern of transgene expression variant, slow growth, larval lethal, sick, mitosis variant, protein phosphorylation reduced, larval arrest, enzyme activity reduced, embryonic lethal, reduced brood size, receptor mediated endocytosis defective
WBGene00016073	C24H12.4	larval arrest
WBGene00003154	Y17G7B.5	sterile, protruding vulva, avoids bacterial lawn, sick, slow growth, sterile progeny, extended life span, larval arrest, embryonic lethal, shortened life span, age associated fluorescence increased, maternal sterile, sister chromatid segregation defective early emb
WBGene00012308	W06G6.1	fat content reduced
WBGene00001412	T19C3.8	no oocytes, feminization of XX and XO animals, sperm absent, dauer constitutive
WBGene00022851	ZK1127.4	sterile, locomotion variant, nonsense mRNA accumulation, germline transgene silencing variant, dauer lifespan extended, RNAi resistant, clear, mRNA surveillance defective, gonad development variant, cytoplasmic processing body variant, pattern of transgene expression variant, somatic transgene silencing variant, larval lethal, slow growth, sick, multivulva, early larval arrest, ectopic expression transgene, larval arrest, embryonic lethal, transgene subcellular localization variant, patchy coloration, reduced brood size, receptor mediated endocytosis defective, meiotic progression prophase variant, transgene expression increased
WBGene00008642	F10B5.8	slow embryonic development, embryonic lethal
WBGene00001194	C04A2.3	egg laying defective, sterile, locomotion variant, early larval lethal, organism morphology variant, embryonic morphology variant, organism development variant, sister cell division timing asynchrony reduced, extended life span, dumpy, muscle detached, head notched, larval lethal, slow growth, organism morphology variable, rays missing, lethal, body wall muscle sarcomere morphology variant, egg laying variant, larval arrest, protein degradation variant, embryonic lethal, rays fused, exploded through vulva, reduced brood size, amphid phasmid morphology variant
WBGene00018700	F52E1.13	transgene expression increased
WBGene00010814	M01F1.8	organism development variant
WBGene00001755	F11G11.2	enzyme activity reduced, organism electrophilic stress hypersensitive
WBGene00005108	F07C4.5	embryonic lethal, dauer lifespan extended
WBGene00000781	C52E4.1	embryonic lethal, hypoosmotic shock hypersensitive, dauer constitutive, life span variant, lethal
WBGene00012497	Y24F12A.2	embryonic lethal, lysosome-related organelle morphology variant
WBGene00005678	T02D1.3	transgene expression increased
WBGene00011493	T05F1.8	extended life span
WBGene00007768	C27C7.5	locomotion variant
WBGene00016737	C47C12.4	larval lethal, aldicarb resistant
WBGene00021651	Y47G6A.27	larval lethal, aldicarb resistant
WBGene00023313	H28G03.5	ventral cord patterning variant, dauer lifespan extended, axon midline crossing variant, axon fasciculation variant, cord commissures fail to reach target
WBGene00007748	C26E1.2	protein aggregation variant
WBGene00000874	ZK328.1	early embryonic lethal, apoptosis reduced, cytokinesis defective early emb, aster defective early emb, embryo osmotic integrity defective early emb, gonad morphology variant, embryonic morphology defective early emb, cell division variant, germ cell compartment size variant, lethal, germline nuclear positioning variant, embryonic arrest, nuclear appearance number defective early emb, oocyte septum formation variant, embryonic lethal, centrosome biogenesis variant, oocyte morphology variant, cell cleavage variant emb, nuclei enlarged
WBGene00008639	F10B5.2	embryonic lethal
WBGene00006630	F53B2.2	chemical hypersensitive
WBGene00018492	F46E10.11	Bacillus thuringiensis toxin hypersensitive, paralyzed, pore forming toxin hypersensitive, larval lethal, slow growth
WBGene00014115	ZK858.1	ectopic expression transgene, germ cell development variant, sterile, protruding vulva, embryonic lethal, slow growth, sterile progeny
WBGene00010904	M88.1	cadmium hypersensitive, slow growth, organism development variant
WBGene00017605	F19F10.9	sterile, male gonad development variant, tumorous germline, locomotion variant, cell proliferation increased, gonad development variant, excess intestinal cells, male somatic gonad development variant, pattern of transgene expression variant, oocytes disorganized, protruding vulva, germ cell development variant, molt defect, larval arrest, embryonic lethal, no oocytes, oocyte morphology variant, transgene expression increased
WBGene00017923	F29B9.8	embryonic lethal, receptor mediated endocytosis defective, pattern of transgene expression variant
WBGene00008003	C38D4.1	extended life span, axon outgrowth variant
WBGene00007860	C32A3.3	organism development variant
WBGene00004017	F27E5.4	embryonic lethal, UV induced mitotic germ cell arrest defective, mitosis variant
WBGene00006932	B0025.1	growth variant, lipid metabolism variant, early endosome morphology variant, locomotion variant, cell corpse number decreased, engulfment variant, engulfment failure by killer cell, coelomocyte uptake defective, autophagy increased, foraging behavior variant, pattern of transgene expression variant, Q neuroblast lineage migration variant, slow growth, lysosome-related organelle morphology variant, accumulated germline cell corpses, RAB-11 recycling endosome morphology variant, protein aggregation variant, phagosome maturation defective, lipid composition variant, larval arrest, organism oxidative stress resistant, transgene subcellular localization variant, shortened life span, transgene expression reduced, transgene expression variant, accumulated cell corpses
WBGene00010637	K07F5.12	rudimentary gonad, sterile, embryonic lethal, germ cell mitosis variant
WBGene00019139	F59H6.9	embryonic lethal
WBGene00002274	F38A5.3	increased pathogen accumulation
WBGene00004335	C47C12.3	fat content reduced, egg laying variant, protruding vulva, locomotion variant, larval lethal, transgene expression reduced, lineage variant
WBGene00001964	C17C3.7	ectopic expression transgene, embryonic lethal
WBGene00016652	C44E4.3	sterile
WBGene00004469	B0393.1	germ cell partition morphology variant, pleiotropic defects severe early emb, nuclear fallout, apoptosis reduced, sterile, avoids bacterial lawn, diplotene absent during oogenesis, nuclei small, germ cell compartment morphology variant, organism development variant, germ cell compartment multinucleate, pachytene region organization variant, maternal sterile, pachytene progression during oogenesis variant, diplotene region organization variant, protruding vulva, germ cell compartment size variant, rachis morphology variant, slow growth, sick, molt defect, L1 arrest, early larval arrest, protein aggregation variant, germline nuclear positioning variant, larval arrest, embryonic lethal, no oocytes, transgene subcellular localization variant, oocyte morphology variant, oocytes small, germ cell compartment expansion variant
WBGene00017079	D2096.12	locomotion variant
WBGene00011560	T07C4.3	germ cell development variant, male gonad development variant, pathogen induced death increased, life span variant, protein aggregation variant, pathogen susceptibility increased, gonad development variant, male somatic gonad development variant, pattern of transgene expression variant, pathogen load variant
WBGene00007085	AH10.4	dauer lifespan extended, multivulva
WBGene00019953	R08C7.10	egg laying variant, locomotion variant, embryonic lethal, slow growth
WBGene00008529	F02E9.3	embryonic lethal, no oocytes, slow growth, nuclear appearance variant, fewer germ cells
WBGene00009943	F52G2.3	embryonic lethal
WBGene00020269	T05H4.6	sterile, locomotion variant, diplotene absent during oogenesis, oocyte number decreased, gonad small, nuclei small, gonad morphology variant, embryo osmotic integrity defective early emb, rachis narrow, chromosome condensation variant, pachytene region organization variant, maternal sterile, pattern of transgene expression variant, pachytene progression during oogenesis variant, gonad migration variant, rachis morphology variant, slow growth, germ cell compartment small, protein aggregation variant, germ cell compartment expansion absent, larval arrest, embryonic lethal, no oocytes, gonad vesiculated, transgene subcellular localization variant, receptor mediated endocytosis defective, transgene expression increased, germ cell compartment expansion variant, rachis absent
WBGene00001762	F37B1.3	organism electrophilic stress hypersensitive, body wall muscle myosin organization defective
WBGene00003727	C56E10.4	fat content increased
WBGene00000532	C07H4.2	coelomocyte uptake defective
WBGene00010471	K01D12.12	pseudocoelom morphology variant, body vacuole, shortened life span
WBGene00010919	M117.3	RME-1 recycling endosome morphology variant, early endosome localization variant, RAB-11 recycling endosome localization variant, protein subcellular localization variant, organism development variant, aldicarb resistant, actin organization biogenesis variant, reduced levels of reduced glutathione, inhibition of oocyte maturation variant, pattern of transgene expression variant, golgi apparatus localization variant, larval lethal, lysosome-related organelle morphology variant, RAB-11 recycling endosome morphology variant, intestinal morphology variant, lethal, enzyme activity reduced, late endosome localization variant, embryonic lethal, transgene subcellular localization variant, shortened life span, transgene expression reduced, receptor mediated endocytosis defective, exploded through vulva, antibody subcellular localization variant, dauer arrest variant
WBGene00020500	T14B4.3	larval arrest, embryonic lethal, slow growth, receptor mediated endocytosis defective, pattern of transgene expression variant, sterile progeny, clear
WBGene00007698	C24F3.4	transgene induced cosuppression variant
WBGene00002020	T27E4.9	larval arrest, life span variant
WBGene00000474	M01E11.5	gamma ray induced apoptosis increased, germ cell hypersensitive ionizing radiation
WBGene00016021	C23H3.5	protruding vulva, embryonic lethal, slow growth, receptor mediated endocytosis defective, pattern of transgene expression variant, sterile progeny, sluggish
WBGene00002219	K11D9.1	mitosis variant, microtubule organization biogenesis variant, microtubule nucleation variant, microtubule polymerization variant, high incidence male progeny, cell cycle slow early emb, cleavage furrow termination defective early emb, embryonic lethal, cytokinesis variant emb, transgene expression reduced, spindle elongation integrity defective early emb
WBGene00010650	K08C9.1	dauer lifespan extended
WBGene00006353	F01G12.2	development variant, slow growth, multivulva
WBGene00000289	C01G6.8	Q neuroblast lineage migration variant, protruding vulva, locomotion variant, patchy coloration, vulval cell induction increased, protein expression variant, cell polarity variant, aldicarb resistant
WBGene00017716	F22F4.1	egg laying variant, embryonic lethal, reduced brood size
WBGene00003954	C10F3.5	embryonic lethal, shortened life span
WBGene00020260	T05E7.4	chemical hypersensitive
WBGene00008170	C48B4.7	dauer lifespan extended
WBGene00022153	Y71G12B.13	embryonic lethal
WBGene00007192	B0491.5	sterile, larval lethal, small, organism morphology variant, larval arrest, embryonic lethal, foraging behavior variant, reduced brood size
WBGene00004501	C52E4.4	sterile, avoids bacterial lawn, oocytes lack nucleus, germ cell compartment morphology variant, rachis narrow, chromosome condensation variant, germ cell compartment multinucleate, maternal sterile, germ cell compartment size variant, rachis morphology variant, slow growth, sick, larval lethal, germ cell compartment small, germ cell compartment anucleate, oocyte septum formation variant, cell membrane organization biogenesis variant, embryonic lethal, gonad vesiculated, meiotic progression during oogenesis variant, shortened life span, oocyte morphology variant, oocytes small, nuclear appearance variant, germ cell compartment expansion variant, passage through meiosis defective early emb, nuclei enlarged, rachis absent
WBGene00014136	ZK896.5	dauer constitutive
WBGene00018782	F54A3.3	pleiotropic defects severe early emb, germ cell development variant, sterile, sterile progeny, lethal, microtubule polymerization variant, larval arrest, gonad development variant, embryonic lethal, no oocytes, male somatic gonad development variant, pattern of transgene expression variant
WBGene00013034	Y49E10.11	hermaphrodite sterile, intestinal vacuole, neuron cell body absent misplaced, plasma membrane leaflet composition variant, necrotic cell death increased, engulfment failure by killer cell, embryonic lethal, endocytic transport defect, apoptosis variant, accumulated cell corpses
WBGene00001690	R08B4.1	blistered, male tail development variant, molt defect, small
WBGene00004198	F32A5.6	larval arrest, embryonic lethal, foraging behavior variant, slow growth, peroxisome physiology variant, L1 arrest
WBGene00012982	Y48B6A.11	extended life span
WBGene00019402	K04G7.11	sterile, tumorous germline, locomotion variant, avoids bacterial lawn, cell proliferation increased, sterile progeny, organism morphology variant, organism development variant, slow embryonic development, sister cell division timing asynchrony reduced, excess intestinal cells, pattern of transgene expression variant, gonad migration variant, oocytes disorganized, germ cell development variant, protruding vulva, slow growth, sick, larval lethal, larval arrest, embryonic lethal, oocyte morphology variant, reduced brood size, exploded through vulva, receptor mediated endocytosis defective
WBGene00013283	Y57A10C.5	extended life span
WBGene00005015	K08E4.1	sterile, gastrulation variant, avoids bacterial lawn, sterile progeny, clear, cytoplasmic processing body variant, protruding vulva, sick, slow growth, protein phosphorylation reduced, thin, embryonic arrest, larval arrest, embryonic lethal, transgene subcellular localization variant, reduced brood size, transgene expression increased
WBGene00013690	Y105E8B.5	cell secretion variant, fat content reduced, pattern of transgene expression variant, transgene expression increased
WBGene00006555	ZK829.5	transgene expression increased
WBGene00002827	C29E6.1	sterile, locomotion variant, age associated fluorescence increased, shortened life span, reduced brood size, exploded through vulva
WBGene00000903	B0412.2	transgene expression reduced, aldicarb resistant
WBGene00000675	K02D7.3	pale, avoids bacterial lawn, slow growth, transgene expression increased
WBGene00012718	Y39E4B.7	protruding vulva, larval arrest, embryonic lethal, sick, slow growth, sterile progeny, life span variant
WBGene00006396	Y56A3A.4	protruding vulva, embryonic lethal, oocyte morphology variant, reduced brood size
WBGene00000229	C34E10.6	sterile, apoptosis reduced, avoids bacterial lawn, oocyte number decreased, nuclei small, dauer constitutive, general pace of development defective early emb, organism development variant, comma arrest emb, extended life span, male response to contact defective, pachytene region organization variant, pattern of transgene expression variant, maternal sterile, diplotene region organization variant, fat content increased, lysosome-related organelle morphology variant, slow growth, RAB-11 recycling endosome morphology variant, protein aggregation variant, oocyte septum formation variant, larval arrest, cell membrane organization biogenesis variant, embryonic lethal, transgene subcellular localization variant, transgene expression variant, receptor mediated endocytosis defective, transgene expression increased, germ cell compartment expansion variant
WBGene00017671	F21F3.1	transgene expression increased
WBGene00000072	F39C12.2	transgene induced cosuppression variant
WBGene00008477	E03H4.10	tail swelling, organism pathogen response variant
WBGene00006115	C34D4.16	extended life span
WBGene00011073	R07A4.2	fat content increased
WBGene00017313	F09G2.4	protruding vulva, pronuclei meet centrally early emb, multivulva, RNAi resistant, lethal, cytokinesis fails early emb, slow embryonic development, multiple nuclei early emb, embryonic lethal, excessive blebbing early emb, large cytoplasmic granules early emb, maternal sterile, P0 spindle rotation failure early emb, somatic transgene silencing variant, transgene expression increased, P0 spindle rotation delayed early emb
WBGene00001590	C45G3.3	larval arrest, protruding vulva, sterile, embryonic lethal, sterile progeny, reduced brood size, maternal sterile
WBGene00022760	ZK546.3	cadmium hypersensitive, lysosome-related organelle morphology variant, slow growth, dauer lifespan extended, RAB-11 recycling endosome morphology variant, linker cell migration variant, fat content reduced, embryonic lethal, transgene subcellular localization variant
WBGene00019289	K02A2.3	embryonic lethal, dauer lifespan extended
WBGene00009661	F43G6.9	sterile, locomotion variant, slow growth, larval lethal, small, nicotine hypersensitive, larval arrest, embryonic lethal, transgene subcellular localization variant, oocyte morphology variant, cytoplasmic processing body variant, reduced brood size
WBGene00022679	ZK180.5	dauer lifespan extended
WBGene00020901	T28F2.2	slow growth, reduced brood size
WBGene00009477	F36F2.3	sick, population fitness variant, embryonic lethal late emb, lethal, embryonic lethal, gonad morphology variant, organism oxidative stress resistant, late embryonic arrest
WBGene00015463	C05C8.6	Bacillus thuringiensis toxin hypersensitive, meiosis variant, larval arrest, pore forming toxin hypersensitive, embryonic lethal, larval lethal, high incidence male progeny
WBGene00020694	T22E7.2	life span variant
WBGene00012146	VB0393L.2	embryonic lethal, maternal sterile
WBGene00011729	T12D8.1	sterile, early larval lethal, organism morphology variant, population fitness variant, RNAi resistant, tail morphology variant, gonad morphology variant, pattern of transgene expression variant, transgene expression undetectable, somatic transgene silencing variant, gonad migration variant, mRNA levels reduced, oocytes disorganized, sick, slow growth, larval lethal, protein expression reduced, multivulva, lethal, ectopic expression transgene, embryonic lethal, protein methylation variant, transgene expression reduced, reduced brood size, sluggish, receptor mediated endocytosis defective, pathogen induced gene expression variant, antibody staining reduced, transgene expression increased
WBGene00009096	F23H12.8	larval arrest, sick, slow growth, maternal sterile, transgene expression increased
WBGene00004721	ZC328.4	anaphase bridging, protruding vulva, sterile, sick, lethal, cell cycle slow early emb, oxygen response variant, embryonic lethal, transgene subcellular localization variant, nuclear appearance variant, reduced brood size, exploded through vulva, transgene expression undetectable, cell cycle variant
WBGene00020071	R13H9.5	linker cell migration variant
WBGene00021027	W04C9.5	larval lethal
WBGene00021514	Y41D4B.11	protruding vulva, slow growth, sterile progeny, egg laying variant, sterile F1, patchy coloration, pattern of transgene expression variant, receptor mediated endocytosis defective
WBGene00004930	C15F1.7	egg laying variant, antibody staining increased, germ cell development variant, protein phosphorylation increased, multivulva, life span variant, body wall muscle myosin organization defective, organism development variant
WBGene00017482	F15E6.1	extended life span, spontaneous mutation rate increased
WBGene00044040	F54D5.16	chemical response variant
WBGene00011288	R102.1	transgene expression increased
WBGene00013463	Y67H2A.5	sterile, oocytes lack nucleus, diplotene absent during oogenesis, germ cell compartment morphology variant, diakinesis progression during oogenesis variant, rachis narrow, maternal sterile, diplotene region organization variant, rachis morphology variant, sick, germline nuclear positioning variant, oocyte septum formation variant, germ cell compartment anucleate, embryonic lethal, cell membrane organization biogenesis variant, gonad vesiculated
WBGene00013041	Y49E10.22	embryonic lethal
WBGene00022642	ZK6.7	fat content reduced, peptide uptake by intestinal cell decreased, high incidence male progeny
WBGene00004373	W06H8.1	uptake of yolk defective, cleavage furrow initiation defective early emb, germ cell morphology variant, intestinal vacuole, cleavage furrow termination defective early emb, coelomocyte uptake defective, meiosis variant, embryonic lethal, receptor mediated endocytosis defective, reduced brood size
WBGene00020432	T11F1.8	nicotine hypersensitive, transgene subcellular localization variant, protein aggregation variant
WBGene00017335	F10D2.10	dauer lifespan extended
WBGene00007880	C33A12.1	avoids bacterial lawn, slow growth, extended life span, larval arrest, embryonic lethal, foraging behavior variant, paraquat resistant, transgene subcellular localization variant
WBGene00018122	F36H12.8	linker cell migration variant
WBGene00001680	F52A8.2	nuclear positioning variant, protein degradation variant, growth rate variant
WBGene00018751	F53C3.7	embryonic lethal
WBGene00011305	R186.1	embryonic lethal
WBGene00015568	C07D10.3	transgene expression increased
WBGene00003392	C04H5.6	growth variant, sterile, male gonad development variant, tumorous germline, cell proliferation increased, sterile progeny, organism development variant, gonad development variant, excess intestinal cells, male somatic gonad development variant, dead eggs laid, pattern of transgene expression variant, maternal sterile, oocytes disorganized, germ cell development variant, protruding vulva, sick, larval lethal, molt defect, lethal, larval arrest, masculinization of germline, large cytoplasmic granules early emb, embryonic lethal, oocyte morphology variant, reduced brood size
WBGene00007028	C47D12.1	sterile, locomotion variant, early larval lethal, organism morphology variant, sterile progeny, protein subcellular localization variant, pattern of transgene expression variant, maternal sterile, protruding vulva, head notched, slow growth, sick, larval lethal, multivulva, fat content reduced, ectopic expression transgene, larval arrest, embryonic lethal, transgene expression reduced, receptor mediated endocytosis defective, exploded through vulva
WBGene00011339	T01G5.1	organism development variant
WBGene00019219	H20J04.4	protruding vulva, slow growth, sterile progeny, reduced brood size, exploded through vulva
WBGene00010089	F55B12.4	pore forming toxin hypersensitive, larval lethal, late larval arrest, larval arrest, Bacillus thuringiensis toxin hypersensitive, shortened life span, age associated fluorescence increased, pattern of transgene expression variant, receptor mediated endocytosis defective
WBGene00003091	Y22F5A.5	pathogen susceptibility increased, peptide uptake by intestinal cell decreased, pathogen induced death increased, dauer constitutive
WBGene00014732	F09F3.8	dauer constitutive
WBGene00022257	Y73B6BL.38	pleiotropic defects severe early emb, excess maternal pronucleus early emb, sterile, apoptosis reduced, oocyte number decreased, P0 spindle position defective early emb, germ cell compartment morphology variant, cell cycle slow early emb, multiple nuclei early emb, embryo osmotic integrity defective early emb, excessive blebbing early emb, cell cell contacts variant four emb, chromosome condensation variant, maternal sterile, diplotene region organization variant, ABa ABp EMS synchronous division early emb, pronuclei meet centrally early emb, apoptosis fails to occur, embryo osmotic pressure sensitive early emb, germ cell compartment small, synchronous second division early emb, spindle orientation variant AB or P1 early emb, cytokinesis fails early emb, germline nuclear positioning variant, oocyte septum formation variant, cell membrane organization biogenesis variant, embryonic lethal, pronuclear size defective early emb, polar body defective early emb, nuclei enlarged, EMS anterior extension fails early emb
WBGene00000612	C15A11.1	paralyzed, sterile, locomotion variant, larval lethal, sick, organism morphology variant, thin, growth rate variant, lethal, egg laying variant, larval arrest, reduced brood size
WBGene00001543	ZK896.8	life span variant
WBGene00013381	Y62E10A.15	lipid metabolism variant, asymmetric cell division defective early emb, short defecation cycle, P0 spindle position defective early emb, aster AB resembles P1 aster early emb, multiple nuclei early emb, embryo osmotic integrity defective early emb, cell cell contacts variant four emb, cortical dynamics defective early emb, Aba ABp division axis defective early emb, embryonic polarity variant, P0 spindle rotation delayed early emb, ABa ABp EMS synchronous division early emb, P2 EMS synchronous division early emb, embryo osmotic pressure sensitive early emb, synchronous second division early emb, eggshell morphology variant, spindle orientation variant AB or P1 early emb, cytokinesis fails early emb, pseudocleavage absent early emb, meiosis defective early emb, large cytoplasmic granules early emb, embryonic lethal, polar body defective early emb, EMS anterior extension fails early emb, polar body reabsorbed one two early emb
WBGene00000696	T05A1.2	locomotion variant, dumpy, organism morphology variant
WBGene00011759	T13H5.5	protruding vulva, sterile, thin, lethal, larval arrest, embryonic lethal, transgene subcellular localization variant, cytoplasmic processing body variant, reduced brood size, pattern of transgene expression variant, receptor mediated endocytosis defective
WBGene00010481	K01G5.10	oocytes disorganized, germ cell development variant, sterile, larval arrest, tumorous germline, embryonic lethal, oocyte morphology variant, lethal
WBGene00013007	Y48E1B.8	slow growth
WBGene00013373	Y62E10A.2	organism hypersensitive ionizing radiation, larval arrest, slow growth, patchy coloration, receptor mediated endocytosis defective, pattern of transgene expression variant
WBGene00006571	Y75B8A.22	seam cell fusion variant, alae secretion variant, alae variant, slow growth, sterile progeny, precocious heterochronic variations, lethal
WBGene00000217	R12H7.2	neuron degeneration, cell death variant, hypoosmotic shock hypersensitive, transgene subcellular localization variant, necrotic cell death variant, lethal, protein aggregation variant
WBGene00018794	F54C4.3	sterile, locomotion variant, slow growth, sterile progeny, larval arrest, embryonic lethal, long, cortical dynamics defective early emb, receptor mediated endocytosis defective, pattern of transgene expression variant, exploded through vulva
WBGene00013208	Y54G9A.5	embryonic lethal, long
WBGene00012374	W09H1.4	extended life span
WBGene00018153	F37C12.10	organism development variant
WBGene00006945	Y80D3A.1	locomotion variant, avoids bacterial lawn, slow growth, sterile progeny, larval arrest, embryonic lethal, hypoxia resistant, transgene expression increased
WBGene00015513	C06A8.2	protruding vulva, sterile, slow growth, RAB-11 recycling endosome morphology variant, sterile progeny, clear, larval arrest, embryonic lethal, transgene subcellular localization variant, patchy coloration, reduced brood size
WBGene00000371	F26E4.9	avoids bacterial lawn, dauer lifespan extended, life span variant, organism development variant, clear, extended life span, lipid depleted, foraging behavior variant, maternal sterile, protein metabolism variant, slow growth, short, ATP levels reduced, lethal, larval arrest, embryonic lethal, chemical resistant, shortened life span, locomotion reduced, reduced brood size, transgene expression increased
WBGene00009368	F33H2.5	sterile, protruding vulva, locomotion variant, avoids bacterial lawn, sterile progeny, embryonic lethal, nuclear morphology variation early emb, pace of P lineage defective early emb, exploded through vulva
WBGene00012439	Y12A6A.1	transgene induced cosuppression variant
WBGene00019481	K07C11.9	pronuclei meet centrally early emb, synchronous second division early emb, P0 spindle position defective early emb, spindle orientation variant AB or P1 early emb, protein subcellular localization variant, cytokinesis fails early emb, multiple nuclei early emb, pseudocleavage exaggerated early emb, embryonic lethal, excessive blebbing early emb, ectopic cleavage furrows early emb, polar body defective early emb, distal tip cell migration variant
WBGene00002192	C10C6.1	embryonic lethal, sterile progeny
WBGene00001824	F13D11.2	fewer seam cells, sterile, cell differentiation variant, locomotion variant, developmental timing variant, organism morphology variant, breaks in alae, epithelial system morphology variant, precocious alae, everted vulva, epithelial system development variant, epithelial cell development variant, dumpy, level of transgene expression variant, protruding vulva, alae variant, larval lethal, protein expression reduced, precocious heterochronic variations, lethal, egg laying variant, alae secretion variant, larval arrest, embryonic lethal, protein expression reduced cell specific, transgene expression reduced, VPC cell division precocious, exploded through vulva, adult cuticle development variant, transgene expression variant, adult lethal
WBGene00002010	C37H5.8	sterile, avoids bacterial lawn, slow embryonic development, age associated fluorescence increased, connected mitochondria, lysosome-related organelle morphology variant, protein expression reduced, early larval arrest, unfolded protein response variant, embryonic lethal, transgene subcellular localization variant, oocyte morphology variant, reduced brood size, sterile progeny, embryonic terminal arrest variable emb, general pace of development defective early emb, thermotolerance reduced, gonad morphology variant, mitochondria alignment variant, mRNA levels increased, frequency body bend reduced, mRNA levels reduced, mitochondria morphology variant, slow growth, ATP levels reduced, mitochondria spacing variant, RAB-11 recycling endosome morphology variant, protein aggregation variant, larval arrest, shortened life span, pharyngeal pumping reduced, transgene expression increased
WBGene00023498	ZK678.1	vulva morphology variant, larval arrest, multivulva, vulvaless, mRNA levels increased
WBGene00012557	Y37D8A.19	larval arrest, transgene expression variant
WBGene00001978	R13H4.4	dorsal region development variant, gastrulation variant, ventral enclosure variant, ventral closure defective, intestinal development variant, protein subcellular localization variant, adherens junction variant, embryonic lethal
WBGene00007686	C18E9.6	sterile, avoids bacterial lawn, oocytes lack nucleus, oocyte number decreased, small, dauer formation variant, rachis narrow, apoptosis variant, pachytene region organization variant, maternal sterile, gonad migration variant, diplotene region organization variant, slow growth, accumulated germline cell corpses, mitochondrial membrane potential reduced, larval arrest, germ cell compartment anucleate, cell membrane organization biogenesis variant, embryonic lethal, no oocytes, transgene expression reduced, transgene subcellular localization variant, oocyte morphology variant, complex phenotype early emb, gonad vesiculated, transgene expression increased, protein secretion variant, germ cell compartment expansion variant, multiple nuclei oocyte
WBGene00012187	W01G7.3	germ cell partition morphology variant, sterile, dauer lifespan extended, cell cell contacts variant four emb, pattern of transgene expression variant, maternal sterile, diplotene region organization variant, ectopic expression transgene, embryonic lethal, oocyte morphology variant, exaggerated asynchrony early emb, ectopic cleavage furrows early emb, reduced brood size, receptor mediated endocytosis defective, nucleus reforms cell division remnant early emb, sterile progeny, oocyte number decreased, germ cell compartment morphology variant, cell cycle slow early emb, excessive blebbing early emb, gonad morphology variant, rachis narrow, larval development retarded, pachytene region organization variant, oogenesis variant, protruding vulva, rachis morphology variant, slow growth, multivulva, multiple cytoplasmic cavities early emb, hatching variant, lethal, larval arrest, large cytoplasmic granules early emb, germ cell compartment expansion variant
WBGene00022279	Y74C9A.5	shortened life span
WBGene00009609	F41D3.4	maternal sterile
WBGene00011408	T04A8.6	sterile, early larval lethal, slow growth, sterile progeny, organism development variant, early larval arrest, slow embryonic development, egg laying variant, larval arrest, transgene subcellular localization variant, cytoplasmic processing body variant, receptor mediated endocytosis defective, pattern of transgene expression variant, maternal sterile, distal tip cell migration variant
WBGene00007597	C15A11.2	paralyzed, sterile, locomotion variant, larval lethal, sick, organism morphology variant, thin, growth rate variant, lethal, egg laying variant, larval arrest, reduced brood size
WBGene00077457	Y39B6A.49	sterile, germ cell compartment size variant, rachis morphology variant, oocyte number decreased, chromosome segregation variant karyomeres early emb, germ cell mitosis variant, germ cell compartment morphology variant, protein subcellular localization variant, germline nuclear positioning variant, larval arrest, embryonic lethal, germ cell compartment expansion variant, oogenesis variant
WBGene00021834	Y54E10A.16	egg laying variant, Bacillus thuringiensis toxin hypersensitive, paralyzed, pore forming toxin hypersensitive, rays fused, reduced brood size, distal tip cell migration variant
WBGene00012290	W05H12.2	slow growth
WBGene00000206	F35G12.10	germ cell partition morphology variant, sterile, avoids bacterial lawn, oocytes lack nucleus, oocyte number decreased, sterile progeny, general pace of development defective early emb, germ cell compartment morphology variant, apoptosis increased, organism development variant, male response to contact defective, transposon silencing variant, maternal sterile, rachis morphology variant, slow growth, multivulva, accumulated germline cell corpses, germ cell compartment anucleate, embryonic lethal, meiotic progression prophase variant
WBGene00017968	F32A5.2	larval arrest, foraging behavior variant, slow growth
WBGene00018230	F40E3.2	molt defect
WBGene00000592	F08H9.1	chromosome morphology variant, high incidence male progeny, embryonic arrest, meiosis variant, chromosome segregation variant, embryonic lethal, antibody staining reduced, antibody subcellular localization variant, meiotic sister chromatid segregation variant, meiotic chromosome segregation variant
WBGene00006714	Y69H2.6	sick
WBGene00001935	F55G1.10	sterile, apoptosis reduced, locomotion variant, avoids bacterial lawn, dauer lifespan extended, diplotene absent during oogenesis, gonad small, chromosome condensation variant, maternal sterile, membrane trafficking variant, anaphase bridging, lysosome-related organelle morphology variant, cell membrane organization biogenesis variant, embryonic lethal, transgene subcellular localization variant, gonad vesiculated, nuclear morphology variation early emb, sister chromatid segregation defective early emb, accumulated cell corpses, RAB-11 recycling endosome localization variant, oocyte number decreased, nuclei small, body elongation defective, chromosome segregation variant, rachis narrow, pachytene region organization variant, organism hypertonic lethality increased, pachytene progression during oogenesis variant, protruding vulva, rachis morphology variant, slow growth, cell corpse degradation variant, RAB-11 recycling endosome morphology variant, pharyngeal development variant, embryonic arrest, larval arrest, no oocytes, transgene expression increased, germ cell compartment expansion variant
WBGene00019814	R02C2.1	aldicarb resistant
